author,author_cat
Logan Churchwell,5536
Robert Fisk,7857
Larry Elder,5334
Frances Robles,2996
Ben Ratliff,1211
IBXNJ,3588
Su-Hyun Lee and Paul Mozur,8721
Eli Rosenberg and Emily Palmer,2684
"Eric Lipton, Matthew Rosenberg and Nicholas Fandos",2824
Anne Barnard and Hwaida Saad,816
Eric Lipton and Coral Davenport,2807
BlueShaman,1297
Kristen Scharold,5238
Michael R. Gordon and Eric Schmitt,6351
Susan Dynarski,8735
Donald G. McNeil Jr.,2506
Somini Sengupta and Rick Gladstone,8534
GrayRider,3290
Times Live,9022
Damon Morgan,2028
Brandon Tuberville,1329
The Funny Farmer,8911
Julie Hirschfeld Davis and Charlie Savage,4801
Michael Paulson and David Gelles,6346
Lasha Darkmoon,5352
Cecilia Kang,1633
Hunter Schwarz,3575
Alan Rappeport and Matt Flegenheimer,367
Paul Edwards,7186
Michael S. Rozeff,6361
Usapoliticsnow Admin,9180
Adrian Bamforth,323
Steven Broiles,8659
Scott Shane,8321
Karen Workman and David Scull,4969
Tim McKeough,9004
David E. Sanger and William J. Broad,2235
Pete Wells,7290
Seth Berkman,8378
Lisa Bonanno,5490
Emily Badger,2730
Patrick Cleburne,7083
Anna Dubenko and Michelle L. Dozois,803
Ann Coulter,793
Virginia Kruta,9286
Oysteria,6987
Ben Brantley,1152
Adam Nagourney and Ian Lovett,297
Joe Nocera,4456
Liz Robbins,5519
Tess Pennington,8889
Ron Nixon,7945
Dave Philipps,2202
Prissy Holly,7455
K,4851
John Eligon and Serge F. Kovaleski,4501
Caleb R. Newton,1542
Donna,2511
"Breitbart News, Amanda House",1342
Marc Santora and Samantha Schmidt,5868
F. William Engdahl,2919
Laurie Goodstein and Anemona Hartocollis,5392
Patricia Cohen,7071
Kenneth R. Rosen,5121
Europa-News,2868
Daphne Matziaraki,2187
MarkinLA,5976
Grownmangrumbles,3329
Andrea Kannapell and Erica Ackerberg,656
Mark Landler and Mark Mazzetti,5931
Hiroko Tabuchi and Neal E. Boudette,3549
Tim Brown,8988
Chris Buckley and Adam Wu,1709
Danny Hakim,2184
PatriotRising,7154
Joseph Goldstein,4685
Rory Smith,7970
Brandon Darby,1326
Christine Branch,1771
Nicholas Bakalar,6725
Courtney Rubin,1881
Marjorie Dannenfelser,5907
Matt Flegenheimer and Scott Shane,6089
Harry Hibbs,3430
Thomas Kaplan,8964
Christopher Clarey,1780
Chris Buckley,1708
Deplorable Revbo™,2406
ColdTrifecta,1842
"Mark Mazzetti, Anne Barnard and Eric Schmitt",5950
Alison Smale,514
Gretchen Morgenson,3323
AFP,57
Tatiana Schlossberg and John Schwartz,8874
Ellen Brodsky,2721
Joachim Hagopian,4423
Sam_Spade,8217
Martha Rosenberg,6007
Nelson D. Schwartz and Michael J. de la Merced,6708
Anonymous Coward (UID 73270427),894
DaRAGE,1993
Jonas E. Alexis,4604
10 Habits That Will Make Your Life Easier &amp; More Peaceful - Wellness Solutions,2
Pamela Gwyn Kripke,7050
Joshua Barone,4706
Amy Chozick,593
Kate Zernike,5025
Julius Hubris,4832
Adeel Hassan,314
Ian Lovett,3628
The Editorial Board,8908
Bryan William Myers,1415
Rachel Donadio,7570
Piper McGowin,7410
Andrew P. Napolitano,688
Amie Tsang,586
Katrina Onstad,5080
John Helmer,4515
Andrea Kannapell and Andrew Hinderaker,653
Michael S. Schmidt and Noah Weiland,6370
Jeff Proctor and Fernanda Santos,4231
James Gorman,4044
John Pilger,4544
hqanon,9586
Nina Siegal,6886
Toby,9034
xuenchen,9778
Taras Grescoe,8869
DCG,1966
Malia Wollan,5844
Sam J.,8188
Vivian Marino,9305
Michael S. Schmidt and Mark Landler,6367
Michael D. Shear and Emmarie Huetteman,6263
AP,165
John J. Xenakis,4520
Alexandra Stevenson and Matthew Goldstein,466
Ellen Barry and Suhasini Raj,2719
Eli Rosenberg and Adam Goldman,2682
sf4t9rfan,9715
Gareth Porter,3104
Reader,7636
Michael D. Shear and Patrick Healy,6276
Giulio Meotti (Gatestone Institute),3217
James Hall,4045
The Rundown Live,8927
Anonymous: World War 3 Is On The Horizon (In 2016) – Collective Evolution,904
Arshad Khan,956
Amnesty International,588
TNUGA,8830
Dissidentvoice,2430
Alison Smale and Patrick Kingsley,518
Melena Ryzik,6189
OK,6919
Susanne Craig and Maggie Haberman,8743
Janet Maslin,4169
Murray Dobbin,6554
Fernanda Santos,2957
Patrick Healy and Amy Chozick,7112
Joanne Leon,4438
Giovanni Russonello,3215
What are the harsh life lessons everyone should learn in their 20s? • BLOGNOTION,9373
Jhayla Walls,4381
Kristin Hussey and Lisa W. Foderaro,5239
Karen Workman and Jonah Engel Bromwich,4970
Marc Tracy and Alan Blinder,5874
Boris Egorov,1321
Michael T. Klare,6415
Nate Schweber and Lisa W. Foderaro,6665
Jon Anthony,4565
Bill Keller,1277
Gretchen Morgenson and Geraldine Fabrikant,3324
Katrin Bennhold,5075
Lauren McCauley | Common Dreams,5388
Adam Goldman and Michael S. Schmidt,281
jhamilton,9605
Ben Shpigel,1215
Dan Pringle,2050
Daniel McAdams,2123
Eric Asimov,2789
برنامه ریزی ضمیر ناخوداگاه,9798
Tim Casey,8989
Lara Jakes,5327
Bob Unruh,1312
Jonathan Martin,4628
Nicola Clark,6839
Frances Robles and Julie Turkewitz,2998
"Llewellyn H. Rockwell, Jr.",5534
Mike Vorkunov,6481
Wahab Raofi,9336
Israel Shamir,3714
Henry Fountain,3514
"Allen L Roland, PhD",535
D-MAN,1897
Mark Mazzetti,5943
Maggie Haberman and Kate Zernike,5820
Thomas Erdbrink and Dan Bilefsky,8955
Eric Lipton and Maggie Haberman,2812
tapatio,9738
Danny Gold,2182
Dml Daily,2432
Abby Ellin,238
Jane E. Brody,4157
Ness,6712
Joyce Lau,4717
CJ Hopkins,1510
Gearóid Ó Colmáin,3130
Sheryl Gay Stolberg and Richard Pérez-Peña,8435
Mekado Murphy,6185
Ashley Southall,984
"Hey, That's Mildly Adequate",3532
information security architect,9592
Kate Murphy,5014
Andrew Pollack,689
Daniel Victor and Erin McCann,2167
Jodi Kantor,4439
Brett Sokol,1356
Gardiner Harris and Melissa Eddy,3093
Matt Flegenheimer and Michael Barbaro,6087
"These Lifestyle Choices Lower Your Breast Cancer Risk, Even If You Are Genetically Predisposed To It - Everything you can imagine is real",8942
Investigative Historian Eric Zuesse Is The Author,3684
Nicholas Casey and Ewan MacKenna,6730
Pat Hynes,7069
Sartre,8292
John F. McManus,4505
Emily Palmer,2743
James Bovard,4030
Michael Collins,6250
C. Mitchell Shaw,1432
James Wagner,4074
David Shaftel,2313
Julia Preston and Jennifer Medina,4751
Chris Stein,1746
Stephen Holden,8625
Margaret Lyons,5887
Ken Johnson,5111
"Karen Workman, Karen Zraick and Sandra Stevenson",4976
Alan,340
mjazzguitar,9653
DavidSwanson,2352
Jon Gertner,4573
PeaceFrog,7278
Osman Soysal,6975
Andrew Keh,681
searcherfortruth,9711
Gaia Pianigiani and Elisabetta Povoledo,3081
Anonymous Coward (UID 58307359),868
"Alexander Burns, Jonathan Martin and Maggie Haberman",446
Matthew Haag and Richard Fausset,6129
Smitch,8528
Peter Baker and Steven Erlanger,7306
True Activist,9150
jack nichols,9596
"Adam Goldman, Hiroko Tabuchi and Jack Ewing",283
Liz Alderman,5514
Marianne Rohrlich,5899
Abby Goodnough and Mitch Smith,241
10 Presidents &amp; Politicians Who Told Us That A “Secret Government” Controls The World &amp; What They Said - Upside Down Media,6
Remy Tumin and Sandra Stevenson,7674
Benjamin Garland,1227
"Noam Scheiber, Maggie Haberman and Glenn Thrush",6906
Roni Caryn Rabin,7957
Relampago Furioso,7670
marlene,9643
Holland Cotter,3553
"Peter Baker, Maggie Haberman and Glenn Thrush",7309
Tom Winter (noreply@blogger.com),9119
Thomas Kaplan and Robert Pear,8968
Assemblyman Tim Donnelly,988
Daniel Nussbaum &amp Jerome Hudson,2126
"Maggie Haberman, Jeremy W. Peters and Peter Baker",5831
Liam Stack and Jess Bidgood,5451
C S Krishna,1427
Julie Weed,4826
Herbert Mujica Rojas,3528
Press TV,7453
Tubal Cain,9158
Richard C. Paddock,7717
"special to RBTH, Sakari Linden",9724
Edmondo Burr,2647
beeeyotch,9507
Richard B. Woodward,7713
Jacqueline Williams,4007
Bruce A. Dixon,1394
"Jack Ewing, Adam Goldman and Hiroko Tabuchi",3948
Brock Robinson,1385
Adam Nossiter,302
Be Glad U Had Obama (UID 58059507),1136
Benjamin Weiser and Maggie Haberman,1246
Carl_Herman,1572
Helene Cooper and David E. Sanger,3505
Kit Daniels,5224
Raheem Kassam,7590
Ариэль Нойола Родригес,9787
Abby Goodnough,239
Jenn Ryan,4243
Michael D. Shear and Ron Nixon,6278
Les Visible,5426
Ron Paul,7948
Peter Lee,7337
Jews Did World War and Open Borders – aladdinsmiraclelamp,4379
Michael Brown,6245
Alan Feuer,354
Ali Waked,502
Mint Press News Desk,6490
Hayley Phelan,3437
Mireya Navarro,6494
Timothy Williams and Caitlin Dickerson,9025
Peter Baker and Declan Walsh,7294
Dominic Waghorn,2502
Jackie Calmes,3972
Richard Pérez-Peña and Jon Hurdle,7772
Emmarie Huetteman,2771
Alan Rappeport and Noah Weiland,369
Sheryl Gay Stolberg and Denise Grady,8431
Matt Richtel and Andrew Pollack,6102
James Kanter,4048
Danny Haiphong,2183
Dr. Eowyn,2529
john smith,9609
500 Year Old Map Discovered Shatters The Official History Of The Human Race,21
Tim Arango and Falih Hassan,8980
John Branch,4478
a different chris,9484
Amy Chozick and Megan Thee-Brenan,601
Marisa Martin,5905
Dan Jones,2046
Patrick Krey,7130
Jennifer Steinhauer and Robert Pear,4267
Emma G. Fitzsimmons and Noah Remnick,2759
righteous,9702
Anonymous Coward (UID 73270620),895
World War 3 News 2016: Anonymous Declares WW3 'on the Horizon',9422
Caty McClure,1631
Nicola Clark and Liam Stack,6840
Chad Bray,1644
Michael Tennant,6417
Mitch Smith,6503
azzmador,9501
Ron Lieber,7943
Maggie Haberman and Nicholas Fandos,5823
Matthew Goldstein,6122
Bolofia,1317
Wendy Lesser,9365
Campbell Robertson,1549
truckjunkie,9755
William K. Rashbaum,9407
Mr. Wendal,6544
Gal Beckerman,3082
Mark Mazzetti and Eric Schmitt,5946
Herb Swanson,3527
Jonathan Wolfe,4668
Christopher Mele and Eli Rosenberg,1802
Тьерри Мейсан,9796
Jonah Bromwich and Sandra Stevenson,4596
Michael,6213
Peter Baker and Isabel Kershner,7296
10 Movies That Could Change Your Understanding Of Life - Upside Down Media,4
Eric Lichtblau and Steven Lee Myers,2801
Mike Whitney,6482
Smoking Mirrors,8529
Interesting article about ADHD diagnoses » Hypnotherapy by Jenny,3668
Raphael Minder,7625
Алла Белькевич,9785
"Michael Barbaro, Ashley Parker and Amy Chozick",6240
Sui-Lee Wee,8725
Sridhar Pappu,8557
Cecilia Kang and Katie Benner,1637
ladylove,9625
matafuchs,9645
Matt Peppe,6100
Vandita,9207
Cory Doctorow,1879
Daniel Victor and Sandra Stevenson,2172
Ruth La Ferla,8010
Andrew Levine,682
Mike Dan,6452
Anne Bayefsky,826
Tom Engelhardt,9084
The Cat's Vagina (Nasty Woman),8902
Orwellian_Dilemma,6973
David W. Dunlap,2344
"Marc Tracy, Zach Schonbrun and Victor Mather",5878
Alexis Soloski and Erik Piepenburg,478
Alan Rappeport and Eric Lichtblau,364
MaxRockatansky33,6166
BBC targets children to promote the transgender propaganda — Fellowship of the Minds | childreninshadow.wordpress.com | CHILDREN IN SHADOW ::: CHILDREN IN WAR,1020
Bob Price and Ildefonso Ortiz,1307
Jack Hadfield,3949
Stronghorse,8682
Matthew Muspratt,6130
"Ken Belson, Richard Sandomir and Rory Smith",5108
T. Mohr,8776
Rachel Rabkin Peachman,7579
Magdy Samaan and Declan Walsh,5810
Simon Romero and Daniel Politi,8508
Michael Schwirtz and Michael Winerip,6405
"Richard C. Paddock, Eric Lipton, Ellen Barry, Rod Nordland, Danny Hakim and Simon Romero",7720
Rick Lyman,7797
Kit O'Connell,5227
Sean Alfano,8334
Seth Connell,8379
Becky Akers,1141
Kevin Michael Grace,5137
Ann Carrns,792
Choe Sang-Hun and Richard C. Paddock,1699
darkbake,9543
Bryan Denton,1410
Paul Gottfried,7191
Jon Hall,4575
Simon Romero and Nicholas Casey,8510
Thomas Erdbrink,8953
Josh Keller and Adam Pearce,4703
Jonathan Martin and Maggie Haberman,4634
Dana Goldstein,2080
Richard A. Oppel Jr. and Richard Pérez-Peña,7695
Squudge,8556
Richard Pérez-Peña and Adam Goldman,7768
Jo Becker and Matthew Rosenberg,4417
Gerry Mullany and Chris Buckley,3182
Thomas Erdbrink and Rachel Donadio,8956
Robert D. McFadden,7851
Ginia Bellafante,3214
"Amy Chozick, Nicholas Confessore, Steve Eder, Yamiche Alcindor and Farah Stockman",609
Andrew Napolitano,687
Karl Denninger,4985
The Most Important Concepts The Manosphere Taught Me,8919
Matt Apuzzo,6066
Henry Shivley,3524
Mike Miller,6475
Anna Grouzdeva,804
Леонтина Литвинова,9794
Kit Eaton,5225
Corey Kilgannon,1872
Denise Grady,2392
Emily Steel,2749
"Jo Becker, Adam Goldman, Michael S. Schmidt and Matt Apuzzo",4418
Lily Brooks-Dalton,5465
National Public Radio,6678
Is This What You Think They Would Look Like? Supposed Pictures of Real Extraterrestrials - New Earth Media,3691
"Steven Erlanger, Stephen Castle and Sewell Chan",8666
Christian Zionist,1764
Sharon Jeanguenat,8405
Ana Marie Cox,644
Anne Barnard and Michael R. Gordon,820
"Du er, hvad du læser. | Dyslexic workers",2541
Saeed Al-Batati,8164
Joe Cochrane,4446
Javi Ramos,4209
Amy Chozick and Patrick Healy,605
Jonathan Soble and Michael J. de la Merced,4651
Jason Bermas,4175
Stephanie Strom,8611
Leslie Picker,5432
Fiona Miller,2975
Matt Agorist,6065
Amy Chozick and Mark Landler,599
Frances Robles and Timothy Williams,3001
Anonymous Activist,855
Steven Lee Myers,8668
Hassan Moosa and Geeta Anand,3433
smith.j,9720
Natalie Angier,6647
Jim Farber,4388
Geeta Anand,3132
Shaila Dewan and Andrew W. Lehren,8395
Jason Howerton,4199
vlawde,9762
Teotihuacan,8884
David E. Sanger and Michael Corkery,2230
Tatiana Schlossberg,8873
Julie Hirschfeld Davis and Nicholas Fandos,4815
Hilary Howard,3535
Ray Glier,7629
Sheryl Gay Stolberg and Erik Eckholm,8433
fungirl91,9566
Barracuda Brigade,1119
Jeannie Ralston,4225
Jerry Garrett,4318
Brian McNicoll,1366
Julia Moskin,4749
Tamara Best,8847
Michael Barbaro and Monica Davey,6233
Jaime Yaya Barry,4014
Amanda Taub and Max Fisher,576
Alan Blinder and Alan Feuer,342
Scott Buss,8309
Quoctrung Bui,7474
hawkmo99,9580
Sen. Rand Paul (R-KY),8368
David E. Sanger and Nicole Perlroth,2232
"Sheryl Gay Stolberg, Julie Bosman, Manny Fernandez and Julie Hirschfeld Davis",8437
Patrick Carr,7082
Julie Fidler,4798
"Jenna Wortham, Amanda Hess and Margaret Lyons",4247
Michael R. Gordon,6349
Louis Yako,5570
Anthony Kohrs &amp Robert Coleman,913
"Alexander Burns, Binyamin Appelbaum and Neil Irwin",445
Lizette Alvarez and Pam Belluck,5529
Dr. Edward F. Group III,2528
LuCy X (UID 12702162),5588
Alex Cooper,408
JoAnna Klein,4422
Alexandra Stevenson,464
Jennifer Steinhauer and Thomas Kaplan,4269
Anonymous Coward (UID 18807137),860
Brandon Darby &amp Ildefonso Ortiz,1327
Kyle DeNuccio,5253
Nelson D. Schwartz,6706
Claudio Grass,1827
Guy Trebay and Jacob Bernstein,3351
Douglas W. Rodrigues,2524
Sacco Vandal,8150
Hawkeyerightsmart,3435
William J. Broad,9404
Anthony Tommasini,914
Michael Schwirtz and Chris Dixon,6404
Mikael Thalen,6447
Peeple,7279
Anonymous Coward (UID 73271258),901
Ashley Parker and Maggie Haberman,977
Vivian Yee and Jesse McKinley,9307
Elizabeth Olson,2708
Wesley Morris and Jenna Wortham,9370
Billy Witz,1286
Elizabeth A. Harris,2704
DL,1985
The Earth Child Admin,8907
Ivan Nechepurenko,3717
Alex Newman,425
Reuters,7680
Les Neuhaus,5422
Zach Wichter,9463
Parker Lee,7062
Mitch Smith and Richard Pérez-Peña,6511
E. A. Costa,2552
"Ethan A. Huff, staff writer",2866
Thomas C. Mountain,8949
Laura M. Holson,5359
Abby Goodnough and Jonathan Martin,240
Elizabeth Yuko,2711
Bob Reinhard,1309
André du Pôle,723
Michael Ware,6420
Tom Tancredo,9114
Katie Thomas and Reed Abelson,5073
Michelle Higgins,6432
YouKnowWho,9446
Valeriya Safronova,9204
Profusion,7461
whyamIhere,9770
"Barry Soetoro, Esq",1129
David Gelles,2244
Conor Dougherty and Julie Turkewitz,1856
Mary Williams Walsh,6055
Diane Cardwell,2414
Alexandra Jacobs,458
Michael Sebastian,6407
Terresa Monroe-Hamilton,8886
Marie Kondo,5901
Charles Hurt,1660
Shae Weatherall,8392
K Balakumar,4852
Sharon Otterman,8409
The Paper Ostrich,8923
Karen Workman and Lisa Iaboni,4972
Wes Williams,9368
James Glanz and Rami Nazzal,4043
National Geographic,6677
Paulina Villegas and Elisabeth Malkin,7274
Rachel Abrams,7562
Tileus,8976
Nicola Clark and Rick Gladstone,6841
Prudence Hill,7463
Ian Lovett and Richard Pérez-Peña,3629
Chris DeRose,1733
"Jo Becker, Matthew Rosenberg and Maggie Haberman",4419
OllieP,6962
lenore.lee,9626
Samuel Chi,8224
"David Gutierrez, staff writer",2247
Red Ice,7655
Paul Street,7254
Julie Hirschfeld Davis and Jonathan Martin,4807
Yamiche Alcindor and Patrick Healy,9437
Brooks Barnes and Cara Buckley,1392
"Mikkael A. Sekeres, M.d. and Timothy D. Gilligan, M.d.",6483
Patrick J. Buchanan,7124
Damon Darlin,2027
Dan Bilefsky and Henry Fountain,2036
Sam Sifton,8211
Alina Tugend,507
Anne Barnard and Andrew E. Kramer,815
"Matt Flegenheimer, Adam Liptak, Carl Hulse and Charlie Savage",6092
Fed Up,2949
Samin Nosrat,8223
Florence Fabricant,2980
Paula Span,7270
Jacob Bernstein,3975
Christopher Mele and Annie Correal,1799
John Herrman,4516
Alexander Fury,452
Steve__Jacobson,8657
Jonathan Martin and Matt Flegenheimer,4635
Chris Dixon and Kevin Sack,1734
ken williams,9618
The Sleuth Journal,8929
Julfikar Ali Manik and Geeta Anand,4730
Yotam Ottolenghi,9445
Luis Miranda,5602
Catherine Shakdam,1624
"Christopher Mele, Al Baker and Emily Palmer",1808
Nellie Bailey and Glen Ford,6705
Ryan McMaken,8025
V. Saxena,9183
Azam Ahmed and Elisabeth Malkin,1010
Dan Glazebrook,2042
Bill White,1285
William D. Cohan,9395
Karen Barrow,4957
Jack Tonhaben,3970
"Catherine Porter, Dan Levin and Ian Austen",1621
"Jonathan Martin, Maggie Haberman and Amy Chozick",4644
"Mike Adams, NaturalNews Editor",6449
John Pudner,4545
Tony Aranda,9123
George Zapo,3160
GetReal4U2,3186
Geraldine Fabrikant,3161
"Jonathan Weisman, Emmarie Huetteman and Matt Flegenheimer",4657
Is This What You Think They Would Look Like? Supposed Pictures of Real Extraterrestrials – Collective Evolution,3692
Patrick Kingsley,7127
Clarissa Sebag-Montefiore,1825
"Scott Shane, Nicholas Confessore and Matthew Rosenberg",8330
Diaa Hadid,2412
Scott Tobias,8332
Matthew Bernstein,6111
Dionne Searcey and Jaime Yaya Barry,2428
Joe Kovacs,4453
Matt Hill,6099
Laura Carlsen,5353
Paulus,7276
"Michael D. Shear, Adam Goldman and Emmarie Huetteman",6283
Alissa J. Rubin and Lilia Blaise,527
Norimitsu Onishi and Sewell Chan,6911
Michael Wines and Manny Fernandez,6430
Elijah Johnson,2692
Lisa Smith,5509
AramZS,940
theantediluvian,9743
John Leland,4531
Baran Hines,1081
Jay Syrmopoulos,4218
Somini Sengupta and Raphael Minder,8533
Richard Martyn-Hemphill and Joanna Berendt,7754
Steve Eder and Dave Philipps,8640
John Otis and Rana F. Sweis,4540
Cigarette_Smoking_Man,1814
Stephanie Saul,8609
David Streitfeld,2338
Emily Bobrow,2733
Ron,7941
Anonymous Coward (UID 73270906),896
Stacy Cowley and Matthew Goldstein,8565
Beverly Gage,1269
Kerry Hannon,5124
Branko Mali,1334
samar pahwa,9709
William C. Rhoden,9394
Ellen Barry and Nida Najar,2718
Matthew Brunwasser,6114
Maggie Haberman and Ashley Parker,5815
Fernando Costilla,2960
Christopher Drew and Sean D. Naylor,1786
James Tracy,4072
William Gibson,9401
Andrew,662
Frankie,3017
Al Baker and J. David Goodman,336
Glenn47,3227
AFRICA-NEWS,59
Jon Rappoport,4588
Christopher David,1783
Marina Harss,5903
"Azam Ahmed, Paco Nunez and Alan Blinder",1013
Julie Bosman and Monica Davey,4793
Balint Bardi and Palko Karasz,1080
"Matthew Rosenberg, Maggie Haberman and Eric Schmitt",6140
Simon Romero and Vinod Sreeharsha,8511
Danielle Brooks,2174
Sputnik News,8555
Jodi Kantor and Catrin Einhorn,4440
Linh Dinh,5486
Extinction Protocol,2916
Dan Bilefsky,2034
Jennifer Steinhauer and Emmarie Huetteman,4262
Alissa J. Rubin and Aurelien Breeden,523
Mark Mazzetti and Ben Hubbard,5945
